"Fecha","Estación","Aceites y grasas (mg/L)","Alacloro (µg/L)","Aldrin (µg/L)","Alfa cipermetrina (µg/L)","AMPA (µg/L)","Atrazina (µg/L)","Atrazina desetil (µg/L)","Atrazina desisopropil (µg/L)","Azoxiestrobina (µg/L)","Clordano Cis (µg/L)","Clordano Trans (µg/L)","Clorofila_a_(lab_µg) (µg/L)","Clorpirifos (µg/L)","Clorpirifos Metil (µg/L)","Coliformes Termotolerantes (Fecales) (Membrana Filtrante) (ufc/100ml)","Color (unidad de color)","Compuestos Halogenados adsorbibles (AOX) (µg/L)","Conductividad (µS/cm)","Cromo VI (mg/L)","DBO5 (mg O2/L)","Demanda química de oxigeno (DQO) (mg O2/L)","Diazinon (µg/L)","Dieldrin (µg/L)","Diuron (µg/L)","Endosulfan alfa (µg/L)","Endosulfan beta (µg/L)","Endosulfan sulfato (µg/L)","Endrin (µg/L)","Escherichia coli (Memabrana Filtrante) (ufc/100ml)","Escherichia coli (Sustrato Definido - Colilert®) (NMP/100mL)","Etil Paration (µg/L)","Etion (µg/L)","Feofitina a (µg/L)","Fipronil (µg/L)","Floración Algal (sin unid)","Fluroxipir meptil (µg/L)","Fosfato (ortofosfato) (µg PO4-P/L)","Fósforo total (µg P/L)","Glifosato (µg/L)","Heptacloro (µg/L)","Heptacloro Epoxido (µg/L)","Hexaclorobenceno (µg/L)","Ion Nitrito (mg NO2-N/L)","Lindano (µg/L)","Malathion (µg/L)","Mercurio total (mg/L)","Metil Paration (µg/L)","Metoxicloro (µg/L)","Mirex (µg/L)","Nitrato (mg NO3-N/L)","Nitrógeno Amoniacal (amonio) (mg NH4-N/L)","Nitrógeno total (mg N/L)","o,p' DDD (µg/L)","o,p' DDE (µg/L)","o,p' DDT (µg/L)","Oxigeno disuelto (mg/L)","Potencial de hidrogeno (pH) (sin unid)","p,p' DDD (µg/L)","p,p' DDE (µg/L)","p,p' DDT (µg/L)","Profundidad_Sitio (m)","Saturación de oxígeno (%)","Simazina (µg/L)","Sólidos suspendidos totales (mg/L)","Sólidos totales (mg/L)","Temperatura (ºC)","Transparencia (cm)","Trifloxiestrobina (µg/L)","Trifluralina (µg/L)","Turbidez (NTU)"
"2016-07-01 14:17:00","CG02","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-08-18 12:00:00","CA04","","","","","","","","","","","","","","","390","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-08-18 12:00:00","SL03","","","","","","","","","","","","","","","60","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-08-18 12:00:00","SL04","","","","","","","","","","","","","","","90","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-08-18 12:00:00","SL05","","","","","","","","","","","","","","","120","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-08-18 12:00:00","CG02","","","","","","","","","","","","","","","170","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-08-19 12:00:00","CA02","","","","","","","","","","","","","","","150","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-08-19 12:00:00","CG01","","","","","","","","","","","","","","","60","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-08-19 12:00:00","CG03","","","","","","","","","","","","","","","170","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-08-19 12:00:00","CA01","","","","","","","","","","","","","","","150","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-10-11 09:48:00","SJ04","","","","","","","","","","","","","","","","60","","388.3","","0.25","","","","","","","","","","","","","","","","","","443","","","","","0.019","","","","","","","0.99","0.12","1.83","","","","7.07","7.77","","","","","","","","","17.7","","","","9.6"
"2016-10-11 10:05:00","SL06","","","","","0.1","0.02","","","","","","","","","","120","8.5","316.4","","0.25","","","","","0.001","0.001","0.001","","","","","","","","","","","280","0.1","","","","0.019","","","","","","","0.51","0.1","1.18","","","","8.47","7.93","","","","","","","","","18.5","","","","9.4"
"2016-10-11 10:56:00","CO01","","","","","","","","","","","","","","","","90","","1789","0.001","","","","","","","","","","","","","","","","","","","806","","","","","0.019","","","","","","","3.7","2.06","4.75","","","","8.41","8.14","","","","","","","","","18.2","","","","14"
"2016-10-11 13:47:00","SJ03","","","","","","","","","","","","","","","","90","","412.2","","0.25","","","","","","","","","","","","","","","","","","415","","","","","0.019","","","","","","","0.64","0.13","1.92","","","","7.54","8.32","","","","","","","","","20.4","","","","10"
"2016-10-11 14:10:00","SJ05","5","","","","0.5","0.02","","","","","","","","","","50","90","604","0.001","1.2","","","","","0.001","0.001","0.001","","","","","","","","","","","704",">0.5","","","","0.019","","","","","","","0.51","0.13","1.21","","","","6.84","8.34","","","","","","","","","17.8","","","","4.2"
"2016-10-11 15:08:00","SJ02","","","","","","","","","","","","","","","","40","","377","","0.9","","","","","","","","","","","","","","","","","","275","","","","","0.019","","","","","","","0.16","0.11","1.03","","","","7.78","8.4","","","","","","","","","19.3","","","","3.2"
"2016-10-11 16:10:00","SJ01","","","","","","","","","","","","","","","","40","","306.3","","0.25","","","","","","","","","","","","","","","","","","210","","","","","0.019","","","","","","","0.017","0.11","0.71","","","","6.32","8.31","","","","","","","","","19.6","","","","2.1"
"2016-10-12 10:00:00","SLC01","","","","","","","","","","","","","","","","45","","272.6","","0.25","","","","","","","","","","","","","","","","","","950","","","","","0.019","","","","","","","0.017","0.09","0.83","","","","8.34","8.03","","","","","","","","","18.9","","","","9.2"
"2016-10-12 10:40:00","SLC02","","","","","","","","","","","","","","","","45","","303.5","","1.7","","","","","","","","","","","","","","","","","","127","","","","","0.019","","","","","","","0.017","0.04","0.83","","","","8.44","8.19","","","","","","","","","18","","","","4.7"
"2016-10-12 11:10:00","PS01=SLC03","","","","","","","","","","","","1.5","","","","40","","328.6","","0.25","","","","","","","","","","","","","1.6","","","","","241","","","","","0.019","","","","","","","0.017","0.3","1.52","","","","8.68","8.36","","","","","","","","","19.5","","","","3.3"
"2016-10-12 12:21:00","PS03","","","","","","","","","","","","3.3","","","","","","205.4","","","","","","","","","","","","","","","2.7","","","","","363","","","","","0.019","","","","","","","0.43","0.11","1.53","","","","8.62","8.41","","","","","","","","","19.1","","","","17"
"2016-10-12 12:35:00","PS04","","","","","","","","","","","","11.1","","","","","","153.4","","","","","","","","","","","","","","","2.8","","","","","336","","","","","0.019","","","","","","","0.16","0.11","1.5","","","","8.78","8","","","","","","","","","20.6","","","","19"
"2016-10-12 12:45:00","PS02","","","","","0.4","0.03","","","","","","10.2","","","","","17","149.2","","","","","","","0.001","0.001","0.001","","","","","","28.4","","","","","351","0.3","","","","0.019","","","","","","","0.39","0.27","1.53","","","","9.1","8.11","","","","","","","","","23.3","","","","20"
"2016-10-13 09:35:00","SL01","","","","","","","","","","","","","","","","15","","333.8","","0.25","","","","","","","","","","","","","","","","","","225","","","","","0.019","","","","","","","0.27","0.03","0.77","","","","8.61","8.2","","","","","","","","","19.6","","","","2.2"
"2016-10-13 10:10:00","SL02","5","","","","","","","","","","","","","","","35","","226.5","","0.25","","","","","","","","","","","","","","","","","","157","","","","","0.019","","","","","","","0.083","0.01","0.54","","","","8.48","8.14","","","","","","","","","19.2","","","","3.6"
"2016-10-13 11:16:00","SL03","","","","","","","","","","","","","","","10","22","","319.2","","5","","","","","","","","","","","","","","","","","","131","","","","","0.019","","","","","","","0.093","0.01","0.48","","","","9.46","8.34","","","","","","","","","20.9","","","","2.1"
"2016-10-13 12:05:00","SL04","","","","","","","","","","","","","","","","20","","351.8","","","","","","","","","","","","","","","","","","","","999","","","","","0.019","","","","","","","0.13","0.01","0.48","","","","11.82","8.43","","","","","","","","","21.8","","","","2.6"
"2016-10-13 12:09:00","CG03","","","","","","","","","","","","","","","10","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-10-13 12:09:00","CA04","","","","","","","","","","","","","","","150","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-10-13 12:09:00","CG01","","","","","","","","","","","","","","","70","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-10-13 13:20:00","AV 05","","","","",">0.5","0.02","","","","","","0.6","","","220","50","8.5","592","0.001","0.25","","","","","0.001","0.001","0.001","","","220","","","1.6","","","","","319","0.5","","","","0.019","","","","","","","0.68","0.01","1.3","","","","7.7","8.36","","","","","","","","","20.4","","","","5.1"
"2016-10-13 13:40:00","SL05","","","","","0.2","0.02","","","","","","","","","","50","10","328.9","","5","","","","","0.001","0.001","0.001","","","","","","","","","","","519","0.2","","","","0.019","","","","","","","0.26","0.01","0.93","","","","8.8","8.33","","","","","","","","","22.6","","","","6.9"
"2016-10-14 08:50:00","CG03","","","","","","","","","","","","2.2","","","","","","159.7","","","","","","","","","","","","","","","1.8","","","","","675","","","","","0.019","","","","","","","0.6","0.01","1.53","","","","8.29","8.1","","","","","","","","","19.4","","","","48"
"2016-10-14 09:23:00","CA02","","","","","","","","","","","","","","","160","100","","827","","5","","","","","","","","","","","","","","","","","","1150","","","","","0.019","","","","","","","4.38","0.01","5.18","","","","4.76","8.06","","","","","","","","","19","","","","7.6"
"2016-10-14 09:51:00","CA04","","","","","1","0.02","","","","","","","","","150","180","21","470","","5","","","","","0.001","0.001","0.001","","","","","","","","","","","986","1.2","","","","0.019","","","","","","","2.81","0.01","3.56","","","","5.12","8.07","","","","","","","","","19.4","","","","33"
"2016-10-14 10:17:00","CA01","","","","","","","","","","","","","","","10","60","","793","","5","","","","","","","","","","","","","","","","","","714","","","","","0.019","","","","","","","0.12","0.05","1.05","","","","8.16","8.28","","","","","","","","","18.7","","","","4.7"
"2016-10-14 10:47:00","CG01","","","","","","","","","","","","2.2","","","","","","967","","","","","","","","","","","","","","","2.1","","","","","493","","","","","0.019","","","","","","","0.49","0.01","1.2","","","","6.95","8.23","","","","","","","","","19.5","","","","1.8"
"2016-10-14 12:14:00","CG02","","","","","","","","","","","","","","","10","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-12-27 08:33:00","SJ04","","","","","9.28","<0.41","","","","","","","","","","","","56.5","","1.5","","","","","<0.0007","<0.0007","<0.001","","","","","","","","","","","381","0.6","","","","<0.046","","","","","","","0.39","0.02","1.44","","","","7.96","7.97","","","","","95.4","","","","24.6","50","","","19"
"2016-12-27 08:48:00","SL06","","","","","2.27","<0.41","","","","","","","","","","60","<10","453.9","","<0.5","","","","","<0.0007","<0.0007","<0.001","","","","","","","","","","","","0.24","","","","<0.046","","","","","","","0.05","0.03","0.72","","","","6.74","8.16","","","","","82.6","","","","25.8","61","","","10"
"2016-12-27 10:05:00","CO01","<5","","","","","","","","","","","","","","","180","","725","<07","3","","","","","","","","","","","","","","","","","","880","","","","","0.093","","","","","","","3.72","0.02","4.5","","","","2.03","7.42","","","","","23.8","","","","23.2","65","","","44"
"2016-12-27 13:01:00","SJ03","","","","","","","","","","","","","","","","180","","471","","2","","","","","","","","","","","","","","","","","","544","","","","","0.057","","","","","","","1.12","0.04","2.2","","","","6.16","8.1","","","","","76","","","","24.6","","","","18"
"2016-12-27 13:30:00","SJ05","<5","","","","2.23","<0.41","","","","","","","","","","200","19","307.5","<07","0.75","","","","","<0.0007","<0.0007","<0.001","","","","","","","","","","","811","0.42","","","","0.074","","","","","","","1.9","0.04","3.93","","","","4.62","6.78","","","","","55.9","","","","23.6","","","","16"
"2016-12-27 14:30:00","SJ02","","","","","","","","","","","","","","","","130","","365.5","","0.6","","","","","","","","","","","","","","","","","","229","","","","","<0.046","","","","","","","1.33","0.03","2.51","","","","6.38","8.26","","","","","78","","","","25.1","","","","11"
"2016-12-27 15:48:00","SJ01","","","","","","","","","","","","","","","","","","277.1","","1.9","","","","","","","","","","","","","","","","","","153","","","","","0.054","","","","","","","2.39","0.03","3.57","","","","5.25","7.71","","","","","65.7","","","","23.5","","","","25"
"2016-12-28 09:40:00","SLC01","","","","","","","","","","","","","","","","190","","196.3","","3.5","","","","","","","","","","","","","","","","","","116","","","","","<0.046","","","","","","","0.39","0.02","1.61","","","","6.55","7.61","","","","","76.5","","","","22.4","","","","21"
"2016-12-28 10:10:00","SLC02","","","","","","","","","","","","","","","","150","","270.4","","3.8","","","","","","","","","","","","","","","","","","232","","","","","<0.046","","","","","","","0.43","0.04","1.62","","","","7.32","7.78","","","","","86.4","","","","22.9","","","","12"
"2016-12-28 10:40:00","PS01=SLC03","","","","","","","","","","","","2.8","","","","130","","289.5","","1","","","","","","","","","","","","","4.5","","","","","321","","","","","<0.046","","","","","","","0.83","0.03","2.14","","","","6.78","7.05","","","","","80.9","","","","23.8","","","","14"
"2016-12-28 12:05:00","PS03","","","","","","","","","","","","","","","","","","268.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.82","7.81","","","","","98.7","","","","25.6","150","","",""
"2016-12-28 12:15:00","PS04","","","","","","","","","","","","","","","","","","255.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.74","7.28","","","","","97.3","","","","26.3","140","","",""
"2016-12-28 12:30:00","PS02","","","","","0.25","<0.41","","","","","","2.1","","","","","<17","255.4","","","","","","","<0.0007","<0.0007","<0.001","","","","","","1.6","","","","","411","0.2","","","","<0.046","","","","","","","0.4","0.05","1.03","","","","7.75","7.34","","","","","97.7","","","","24.4","135","","","8.7"
"2016-12-29 09:05:00","SL01","","","","","","","","","","","","","","","","","","326.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.94","7.78","","","","","83.3","","","","24.3","","","",""
"2016-12-29 09:45:00","SL02","","","","","","","","","","","","","","","","","","224.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.28","7.9","","","","","87.9","","","","24.4","","","",""
"2016-12-29 10:45:00","SL03","","","","","","","","","","","","","","","","","","325.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.33","7.97","","","","","90.4","","","","25.6","","","",""
"2016-12-29 11:30:00","SL04","","","","","","","","","","","","","","","","","","344.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.95","8.03","","","","","86.3","","","","26.4","","","",""
"2016-12-29 13:50:00","AV 05","","","","","1.4","","","","","","","","","","","","","558","","","","","","","","","","","","","","","","","","","","","0.54","","","","","","","","","","","","","","","","","6.16","7.86","","","","","78.8","","","","25.7","","","",""
"2016-12-29 14:18:00","SL05","","","","","1.16","","","","","","","","","","","","","358.8","","","","","","","","","","","","","","","","","","","","","0.59","","","","","","","","","","","","","","","","","6.98","7.56","","","","","89.3","","","","27.8","","","",""
"2016-12-30 08:03:00","CA02","","","","","","","","","","","","","","","","","","567","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.15","7.42","","","","","25.4","","","","23.5","","","",""
"2016-12-30 08:42:00","CG03","","","","","","","","","","","","","","","","","","270.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.2","7.9","","","","","100","","","","25.3","25","","",""
"2016-12-30 09:50:00","CG01","","","","","","","","","","","","","","","","","","450.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.94","7.45","","","","","35.7","","","","24.7","","","",""
"2016-12-30 10:15:00","CA01","","","","","","","","","","","","","","","","","","615","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.89","7.47","","","","","46.7","","","","24.4","","","",""
"2016-12-30 10:45:00","CA04","","","","","1.95","","","","","","","","","","","","","534","","","","","","","","","","","","","","","","","","","","","10.7","","","","","","","","","","","","","","","","","3.71","7.6","","","","","45.2","","","","24.8","","","",""
"2017-02-21 09:00:00","SJ04","","","","","0.76","<LD","","","","","","","","","","180","<LC","192.1","","<LC","","","","","<LD","<LD","<LD","","","","","","","","","","","368","0.29","","","","<LD","","","","","","","0.25","0.07","1.25","","","","4.11","7.22","","","","","51.2","","","","26.2","","","","14"
"2017-02-21 09:18:00","SL06","","","","","0.74","<LD","","","","","","","","","","130","<LD","250.8","","<LC","","","","","<LD","<LD","<LD","","","","","","","","","","","368","<LC","","","","<LD","","","","","","","0.27","0.08","1.05","","","","5.44","7.33","","","","","68.7","","","","27.1","","","","9.8"
"2017-02-21 10:12:00","CO01","<LD","","","","","","","","","","","","","","","170","","243.2","<LD","1.2","","","","","","","","","","","","","","","","","","389","","","","","<LD","","","","","","","0.35","0.06","1.34","","","","4.38","7.41","","","","","55.7","","","","27.9","","","","18"
"2017-02-21 13:00:00","SJ03","","","","","","","","","","","","","","","","220","","211.1","","0.5","","","","","","","","","","","","","","","","","","456","","","","","<LD","","","","","","","0.93","0.15","1.6","","","","4.85","7.71","","","","","61.7","","","","27.7","","","","12"
"2017-02-21 13:15:00","SJ05","<LD","","","","0.95","<LD","","","","","","","","","","190","<LC","448.5","<LD","<LC","","","","","<LD","<LD","<LD","","","","","","","","","","","825","<LC","","","","<LD","","","","","","","0.64","0.11","1.93","","","","4.57","7.71","","","","","58.7","","","","26.8","","","","9.7"
"2017-02-21 14:10:00","SJ02","","","","","","","","","","","","","","","","180","","234.2","","<LC","","","","","","","","","","","","","","","","","","234","","","","","<LD","","","","","","","0.62","0.06","1.57","","","","5.13","7.74","","","","","64.9","","","","26.6","","","","16"
"2017-02-21 15:05:00","SJ01","","","","","","","","","","","","","","","","200","","222.5","","<LC","","","","","","","","","","","","","","","","","","265","","","","","<LD","","","","","","","0.48","0.1","1.58","","","","3.22","7.56","","","","","41.1","","","","26.3","","","","17"
"2017-02-22 09:55:00","SLC01","","","","","","","","","","","","","","","","120","","311.1","","<LC","","","","","","","","","","","","","","","","","","213","","","","","<LD","","","","","","","0.64","0.02","1.52","","","","5.3","7.85","","","","","63.1","","","","24","","","","16"
"2017-02-22 10:30:00","SLC02","","","","","","","","","","","","","","","","160","","215.4","","<LC","","","","","","","","","","","","","","","","","","279","","","","","<LD","","","","","","","0.31","0.05","1.28","","","","6.16","8.01","","","","","75.7","","","","25.7","","","","13"
"2017-02-22 11:00:00","PS01=SLC03","","","","","","","","","","","","0.4","","","","160","","245.7","","<LC","","","","","","","","","","","","","1.5","","","","","346","","","","","<LD","","","","","","","0.58","0.06","1.44","","","","5.4","7.82","","","","","70.7","","","","29.2","","","","13"
"2017-02-22 12:00:00","PS03","","","","","","","","","","","","0.9","","","","","","195.1","","","","","","","","","","","","","","","11","","","","","357","","","","","<LD","","","","","","","0.39","0.03","1.11","","","","5.51","7.72","","","","","72","","","","27.4","","","","12"
"2017-02-22 12:15:00","PS04","","","","","","","","","","","","1.3","","","","","","221.7","","","","","","","","","","","","","","","27","","","","","353","","","","","<LD","","","","","","","0.26","0.02","0.93","","","","7.5","7.56","","","","","95.9","","","","27.8","","","","9.1"
"2017-02-22 12:45:00","PS02","","","","","0.95","<LD","","","","","","1.3","","","","","<LD","256.4","","","","","","","<LD","<LD","<LD","","","","","","32.5","","","","","328","<LC","","","","<LD","","","","","","","0.15","<LC","0.81","","","","9.2","8.1","","","","","118.3","","","","27.3","","","","4.4"
"2017-02-23 09:30:00","SL01","","","","","","","","","","","","","","","","50","","255.6","","<LC","","","","","","","","","","","","","","","","","","99.6","","","","","<LD","","","","","","","0.5","0.03","0.9","","","","6.85","7.55","","","","","84.7","","","","26.3","","","","3"
"2017-02-23 10:20:00","SL02","<LD","","","","","","","","","","","","","","","70","","229.2","<LC","<LC","","","","","","","","","","","","","","","","","","97","","","","","<LD","","","","","","","0.23","0.07","0.82","","","","6.3","7.71","","","","","79.8","","","","27.5","","","","5.9"
"2017-02-23 11:25:00","SL04","","","","","","","","","","","","","","","","65","","317","","","","","","","","","","","","","","","","","","","","308","","","","","<LD","","","","","","","0.1","<LC","0.55","","","","10.33","8.1","","","","","135","","","","29.2","","","","4.3"
"2017-02-23 11:35:00","SL03","","","","","","","","","","","","","","","","46","","281.1","","","","","","","","","","","","","","","","","","","","103","","","","","<LD","","","","","","","0.69","<LD","1.06","","","","7.61","7.92","","","","","98.1","","","","28.6","","","","3.6"
"2017-02-23 14:20:00","AV 05","","","","","1.33","<LD","","","","","","0.6","","","","210","17","287.5","<LD","0.7","","","","","<LD","<LD","<LD","","","530","","","1.5","","","","","719","0.51","","","","<LD","","","","","","","0.93","0.02","1.87","","","","5.56","7.9","","","","","69.4","","","","26.5","","","","8.8"
"2017-02-23 14:45:00","SL05","","","","","0.55","<LD","","","","","","","","","","70","<LD","300.5","","","","","","","<LD","<LD","<LD","","","","","","","","","","","421","0.22","","","","<LD","","","","","","","0.12","0.07","0.92","","","","6.91","7.5","","","","","91.3","","","","29.6","","","","8.8"
"2017-02-24 08:25:00","CA02","","","","","","","","","","","","","","","","220","","422.4","","","","","","","","","","","","","","","","","","","","1500","","","","","<LD","","","","","","","2.56","0.03","3.02","","","","1.29","7.49","","","","","15.8","","","","25.4","","","","17"
"2017-02-24 08:55:00","CG03","","","","","","","","","","","","75.5","","","","","","273","","","","","","","","","","","","","","","<LC","","","","","767","","","","","<LD","","","","","","","0.05","<LC","1.13","","","","7.76","7.55","","","","","98.7","","","","27.6","","","","42"
"2017-02-24 09:05:00","CG02","","","","","","","","","","","","1","","","","210","","274.4","","","","","","","","","","","","","","","40.9","","","","","736","","","","","<LD","","","","","","","0.19","0.06","1.02","","","","7.04","7.96","","","","","89.4","","","","27.6","","","","42"
"2017-02-24 09:50:00","CA04","","","","","1.37","<LD","","","","","","","","","","170","<LD","346.4","","","","","","","<LD","<LD","<LD","","","","","","","","","","","875","0.44","","","","<LD","","","","","","","0.58","0.04","1.41","","","","3.08","7.85","","","","","39","","","","27.4","","","","30"
"2017-02-24 10:20:00","CA01","","","","","","","","","","","","","","","","210","","364.4","","","","","","","","","","","","","","","","","","","","1250","","","","","<LD","","","","","","","0.42","0.03","1.56","","","","3.15","7.69","","","","","40.3","","","","27.7","","","","15"
"2017-02-24 10:50:00","CG01","","","","","","","","","","","","2.7","","","","","","268.8","","","","","","","","","","","","","","","19.8","","","","","951","","","","","<LD","","","","","","","0.29","<LC","1.35","","","","2.1","7.94","","","","","26.9","","","","27.2","","","","13"
"2017-04-18 09:55:00","SJ04","","","","","1.2","<LD","","","","","","","","","","120","<LC","608","","<LC","","","","","<LD","<LD","<LD","","","","","","","","","","","335","<LD","","","","<LD","","","","","","","0.29","0.04","0.87","","","","","7.78","","","","","","","","","19.4","","","","25"
"2017-04-18 10:14:00","SL06","","","","","0.91","<LD","","","","","","","","","","110","23","1307","","<LC","","","","","<LD","<LD","<LD","","","","","","","","","","","268","<LD","","","","<LD","","","","","","","0.17","0.02","0.83","","","","","7.8","","","","","","","","","19.6","","","","20"
"2017-04-18 10:59:00","CO01","<LD","","","","","","","","","","","","","","","90","","734","<LC","1.8","","","","","","","","","","","","","","","","","","471","","","","","<LD","","","","","","","0.19","0.46","1.93","","","","","7.87","","","","","","","","","17.8","","","","1.6"
"2017-04-18 13:47:00","SJ03","","","","","","","","","","","","","","","","80","","474","","<LC","","","","","","","","","","","","","","","","","","327","","","","","<0.046","","","","","","","0.89","0.08","1.37","","","","","8.06","","","","","","","","","19.6","","","","9.6"
"2017-04-18 14:12:00","SJ05","<LD","","","","<LC","<LD","","","","","","","","","","90","<LC","734","<LD","<LC","","","","","<LD","<LD","<LD","","","","","","","","","","","318","<LD","","","","<LD","","","","","","","0.97","0.18","0.97","","","","","7.87","","","","","","","","","17.8","","","","6.9"
"2017-04-18 15:00:00","SJ02","","","","","","","","","","","","","","","","90","","328.9","","<LC","","","","","","","","","","","","","","","","","","168","","","","","<0.046","","","","","","","0.37","0.1","0.85","","","","","7.9","","","","","","","","","18.7","","","","7.4"
"2017-04-18 15:55:00","SJ01","","","","","","","","","","","","","","","","80","","298.2","","<LC","","","","","","","","","","","","","","","","","","174","","","","","0.068","","","","","","","0.23","0.08","0.82","","","","","7.94","","","","","","","","","19","","","","5"
"2017-04-19 11:50:00","SLC01","","","","","","","","","","","","","","","","48","","329.9","","18.1","","","","","","","","","","","","","","","","","","82","","","","","<LD","","","","","","","0.12","0.15","0.72","","","","8.24","7.71","","","","","88.2","","","","18.4","","","","2.7"
"2017-04-19 12:25:00","SLC02","","","","","","","","","","","","","","","","70","","261.7","","17.3","","","","","","","","","","","","","","","","","","207","","","","","<LD","","","","","","","0.06","0.09","0.74","","","","8.07","7.88","","","","","86.1","","","","18.5","","","","3.4"
"2017-04-19 13:00:00","PS01=SLC03","","","","","","","","","","","","0.7","","","","70","","331.3","","14.4","","","","","","","","","","","","","1.3","","","","","331","","","","","0.049","","","","","","","0.95","0.14","1.51","","","","7.21","8.02","","","","","76.5","","","","18.2","","","","2.9"
"2017-04-19 14:10:00","PS03","","","","","","","","","","","","0.4","","","","","","208.6","","","","","","","","","","","","","","","3","","","","","442","","","","","<LD","","","","","","","0.73","0.04","1.29","","","","8.1","7.67","","","","","87.5","","","","19.1","","","","21"
"2017-04-19 14:25:00","PS04","","","","","","","","","","","","0.4","","","","","","178.2","","","","","","","","","","","","","","","1.3","","","","","477","","","","","<LD","","","","","","","0.7","0.05","1.22","","","","9.14","7.65","","","","","97.9","","","","19.6","","","","16"
"2017-04-20 10:10:00","SL03","","","","","","","","","","","","","","","","40","","310.2","","","","","","","","","","","","","","","","","","","","153","","","","","<LD","","","","","","","0.034","0.09","0.48","","","","8.27","7.96","","","","","89.5","","","","19.1","","","","3.4"
"2017-04-20 10:10:00","SL01","","","","","","","","","","","","","","","","40","","329.9","","<LC","","","","","","","","","","","","","","","","","","136","","","","","<LD","","","","","","","0.62","0.11","1","","","","8.24","7.71","","","","","88.2","","","","18.4","","","","1.3"
"2017-04-20 10:43:00","SL02","<LC","","","","","","","","","","","","","","","48","","261.7","<LD","<LC","","","","","","","","","","","","","","","","","","115","","","","","<LD","","","","","","","0.057","0.08","0.48","","","","8.07","7.88","","","","","86.1","","","","18.5","","","","1.9"
"2017-04-20 12:30:00","SL04","","","","","","","","","","","","","","","","44","","346.6","","","","","","","","","","","","","","","","","","","","151","","","","","<LD","","","","","","","<LD","0.07","0.45","","","","9.53","8.15","","","","","104.8","","","","19.6","","","","2.5"
"2017-04-20 13:58:00","AV 05","","","","","0.67","<LD","","","","","","0.6","","","","85","<LD","501","<LD","<LC","","","","","<LD","<LD","<LD","","","2200","","","0.9","","","","","644","<LC","","","","<LD","","","","","","","<LD","0.16","1.1","","","","7.73","7.8","","","","","81.5","","","","17.2","","","","5.3"
"2017-04-20 14:22:00","SL05","","","","","<LC","<LD","","","","","","","","","","75","<LD","278.5","","","","","","","<LD","<LD","<LD","","","","","","","","","","","343","<LD","","","","<LD","","","","","","","<LD","0.11","0.87","","","","8.86","7.93","","","","","96.1","","","","19.3","","","","7.6"
"2017-04-21 09:20:00","CA02","","","","","","","","","","","","","","","","","","699","","","","","","","","","","","","","","","","","","","","3260","","","","","","","","","","","","10.3","4.46","18.6","","","","2.7","7.64","","","","","28.1","","","","16.9","","","",""
